invoice_id,customer_id,country,currency,invoice_date,product_id,service_category,quantity,unit_price,net_value,tax_rate,tax_amount,total_amount,invoice_status
INV-2025-004515,CUST-6215-SMB,FR,EUR,2025-07-15,GPU-RDNA,GPU,11,1961.08,21571.88,0.2,4314.38,25886.26,Paid
INV-2025-004516,CUST-7669-IND,DE,EUR,2025-06-18,TAB-PRO,Tablet,11,351.94,3871.34,0.19,735.55,4606.89,Paid
INV-2025-004517,CUST-8932-IND,FR,EUR,2025-01-12,SSD-512G,SSD,39,51.61,2012.79,0.2,402.56,2415.35,Disputed
INV-2025-004518,CUST-7676-ENT,IN,INR,2025-01-10,LAP-BIZ,Laptop,10,1335.81,13358.1,0.18,2404.46,15762.56,Paid
INV-2024-004519,CUST-4829-IND,US,USD,2024-03-28,CON-NEXT,Console,4,372.92,1491.68,0.08,119.33,1611.01,Paid
INV-2025-004520,CUST-5409-ENT,US,USD,2025-09-15,MON-FHD24,Monitor,26,411.38,10695.88,0.08,855.67,11551.55,Paid
INV-2024-004521,CUST-2663-IND,IN,INR,2024-04-20,MON-4K27,Monitor,10,787.39,7873.9,0.18,1417.3,9291.2,Paid
INV-2025-004522,CUST-3057-SMB,FR,EUR,2025-08-06,PHN-PRO,Smartphone,3,1554.22,4662.66,0.2,932.53,5595.19,Paid
INV-2024-004523,CUST-7664-SMB,IN,INR,2024-06-02,CAM-4K,Camera,7,1008.72,7061.04,0.18,1270.99,8332.03,Cancelled
INV-2025-004524,CUST-2374-ENT,CA,CAD,2025-04-07,MON-2K34,Monitor,28,510.66,14298.48,0.13,1858.8,16157.28,Paid
INV-2025-004525,CUST-9199-IND,SG,SGD,2025-07-22,SSD-1TB,SSD,27,210.91,5694.57,0.08,455.57,6150.14,Pending
INV-2024-004526,CUST-3332-SMB,DE,EUR,2024-06-04,TAB-PRO,Tablet,11,1164.2,12806.2,0.19,2433.18,15239.38,Paid
INV-2025-004527,CUST-9854-IND,JP,JPY,2025-09-16,HPH-SPORT,Headphones,13,298.58,3881.54,0.1,388.15,4269.69,Paid
INV-2024-004528,CUST-5016-ENT,IN,INR,2024-11-13,CON-LITE,Console,8,532.22,4257.76,0.18,766.4,5024.16,Disputed
INV-2025-004529,CUST-7942-ENT,FR,EUR,2025-07-12,SWT-FIT,Smartwatch,11,357.01,3927.11,0.2,785.42,4712.53,Paid
INV-2024-004530,CUST-8401-IND,US,USD,2024-08-25,MON-2K34,Monitor,6,154.46,926.76,0.08,74.14,1000.9,Paid
INV-2024-004531,CUST-1016-SMB,UK,GBP,2024-11-29,CON-LITE,Console,10,525.6,5256.0,0.2,1051.2,6307.2,Pending
INV-2024-004532,CUST-5739-ENT,US,USD,2024-04-15,TAB-MINI,Tablet,13,432.93,5628.09,0.08,450.25,6078.34,Paid
INV-2025-004533,CUST-3742-IND,US,USD,2025-04-26,PHN-FOLD,Smartphone,10,510.38,5103.8,0.08,408.3,5512.1,Paid
INV-2025-004534,CUST-1985-SMB,UK,GBP,2025-01-16,MON-FHD24,Monitor,28,173.5,4858.0,0.2,971.6,5829.6,Paid
INV-2024-004535,CUST-5477-ENT,FR,EUR,2024-09-17,LAP-GAMER,Laptop,8,1886.1,15088.8,0.2,3017.76,18106.56,Paid
INV-2024-004536,CUST-5110-ENT,FR,EUR,2024-10-19,LAP-ULTRA,Laptop,7,1113.63,7795.41,0.2,1559.08,9354.49,Paid
INV-2024-004537,CUST-7228-SMB,DE,EUR,2024-11-30,HPH-NC,Headphones,4,30.83,123.32,0.19,23.43,146.75,Disputed
INV-2025-004538,CUST-4485-ENT,CA,CAD,2025-04-20,PHN-LITE,Smartphone,10,1590.85,15908.5,0.13,2068.1,17976.6,Paid
INV-2024-004539,CUST-9361-SMB,US,USD,2024-08-12,CON-NEXT,Console,1,489.57,489.57,0.08,39.17,528.74,Paid
INV-2025-004540,CUST-1745-IND,US,USD,2025-07-08,HPH-NC,Headphones,45,92.09,4144.05,0.08,331.52,4475.57,Paid
INV-2025-004541,CUST-9750-ENT,US,USD,2025-03-29,CON-NEXT,Console,3,354.73,1064.19,0.08,85.14,1149.33,Paid
INV-2024-004542,CUST-2145-SMB,FR,EUR,2024-10-22,LAP-BIZ,Laptop,10,1403.23,14032.3,0.2,2806.46,16838.76,Paid
INV-2025-004543,CUST-2469-SMB,US,USD,2025-07-28,MON-2K34,Monitor,11,378.38,4162.18,0.08,332.97,4495.15,Pending
INV-2025-004544,CUST-3014-IND,UK,GBP,2025-04-07,PHN-FOLD,Smartphone,3,634.84,1904.52,0.2,380.9,2285.42,Paid
INV-2024-004545,CUST-5578-SMB,DE,EUR,2024-08-01,GPU-RDNA,GPU,8,1391.42,11131.36,0.19,2114.96,13246.32,Pending
INV-2025-004546,CUST-4454-ENT,SG,SGD,2025-08-07,GPU-RDNA,GPU,2,784.44,1568.88,0.08,125.51,1694.39,Paid
INV-2025-004547,CUST-9270-SMB,US,USD,2025-09-07,LAP-GAMER,Laptop,6,1978.35,11870.1,0.08,949.61,12819.71,Paid
INV-2024-004548,CUST-6613-ENT,CA,CAD,2024-06-06,HPH-SPORT,Headphones,24,47.05,1129.2,0.13,146.8,1276.0,Paid
INV-2024-004549,CUST-5282-ENT,CA,CAD,2024-09-28,HPH-NC,Headphones,50,296.49,14824.5,0.13,1927.19,16751.69,Paid
INV-2024-004550,CUST-8417-SMB,JP,JPY,2024-08-25,SWT-PRO,Smartwatch,12,138.64,1663.68,0.1,166.37,1830.05,Paid
INV-2024-004551,CUST-5029-ENT,IN,INR,2024-10-29,HPH-NC,Headphones,21,325.6,6837.6,0.18,1230.77,8068.37,Paid
INV-2025-004552,CUST-6269-SMB,US,USD,2025-09-12,PHN-PRO,Smartphone,12,590.64,7087.68,0.08,567.01,7654.69,Paid
INV-2025-004553,CUST-4450-SMB,US,USD,2025-06-04,TAB-PRO,Tablet,10,756.81,7568.1,0.08,605.45,8173.55,Paid
INV-2024-004554,CUST-6381-IND,IN,INR,2024-11-16,LAP-ULTRA,Laptop,6,1202.53,7215.18,0.18,1298.73,8513.91,Paid
INV-2024-004555,CUST-3190-ENT,DE,EUR,2024-02-28,SWT-PRO,Smartwatch,14,491.85,6885.9,0.19,1308.32,8194.22,Pending
INV-2024-004556,CUST-1033-ENT,FR,EUR,2024-12-23,SWT-PRO,Smartwatch,15,200.92,3013.8,0.2,602.76,3616.56,Disputed
INV-2024-004557,CUST-8807-IND,CA,CAD,2024-09-07,TAB-MINI,Tablet,8,874.16,6993.28,0.13,909.13,7902.41,Disputed
INV-2025-004558,CUST-1156-ENT,AU,AUD,2025-03-11,MON-FHD24,Monitor,30,268.56,8056.8,0.1,805.68,8862.48,Pending
INV-2024-004559,CUST-3843-SMB,IN,INR,2024-05-25,HPH-NC,Headphones,41,150.8,6182.8,0.18,1112.9,7295.7,Paid
INV-2024-004560,CUST-9011-SMB,IN,INR,2024-12-17,HPH-SPORT,Headphones,3,163.35,490.05,0.18,88.21,578.26,Disputed
INV-2025-004561,CUST-9816-IND,AU,AUD,2025-07-23,CON-LITE,Console,6,621.94,3731.64,0.1,373.16,4104.8,Paid
INV-2024-004562,CUST-2270-ENT,UK,GBP,2024-09-01,LAP-BIZ,Laptop,6,1974.66,11847.96,0.2,2369.59,14217.55,Disputed
INV-2025-004563,CUST-1507-ENT,IN,INR,2025-07-13,TAB-MINI,Tablet,3,1111.28,3333.84,0.18,600.09,3933.93,Paid
INV-2024-004564,CUST-8293-ENT,US,USD,2024-10-27,CON-NEXT,Console,8,561.37,4490.96,0.08,359.28,4850.24,Disputed
INV-2025-004565,CUST-3022-SMB,US,USD,2025-03-13,HPH-SPORT,Headphones,42,105.63,4436.46,0.08,354.92,4791.38,Paid
INV-2024-004566,CUST-7166-ENT,IN,INR,2024-04-09,LAP-GAMER,Laptop,5,1549.28,7746.4,0.18,1394.35,9140.75,Paid
INV-2025-004567,CUST-6864-SMB,UK,GBP,2025-04-24,MON-FHD24,Monitor,20,616.6,12332.0,0.2,2466.4,14798.4,Paid
INV-2025-004568,CUST-3903-ENT,US,USD,2025-02-18,MON-2K34,Monitor,27,712.75,19244.25,0.08,1539.54,20783.79,Pending
INV-2024-004569,CUST-1138-IND,US,USD,2024-06-13,CAM-4K,Camera,9,2529.18,22762.62,0.08,1821.01,24583.63,Paid
INV-2025-004570,CUST-8580-SMB,IN,INR,2025-09-29,LAP-BIZ,Laptop,10,1445.97,14459.7,0.18,2602.75,17062.45,Cancelled
INV-2024-004571,CUST-4161-SMB,FR,EUR,2024-10-28,SSD-2TB,SSD,4,161.72,646.88,0.2,129.38,776.26,Paid
INV-2024-004572,CUST-1153-IND,AU,AUD,2024-04-30,MON-FHD24,Monitor,28,676.94,18954.32,0.1,1895.43,20849.75,Paid
INV-2024-004573,CUST-1324-SMB,US,USD,2024-03-28,LAP-ULTRA,Laptop,1,732.9,732.9,0.08,58.63,791.53,Paid
INV-2024-004574,CUST-6862-IND,JP,JPY,2024-08-04,HPH-NC,Headphones,25,348.79,8719.75,0.1,871.98,9591.73,Paid
INV-2025-004575,CUST-2474-ENT,JP,JPY,2025-07-26,MON-FHD24,Monitor,17,762.8,12967.6,0.1,1296.76,14264.36,Paid
INV-2024-004576,CUST-5967-ENT,UK,GBP,2024-06-27,SSD-1TB,SSD,39,296.75,11573.25,0.2,2314.65,13887.9,Paid
INV-2024-004577,CUST-4623-IND,DE,EUR,2024-06-11,CAM-4K,Camera,7,2630.7,18414.9,0.19,3498.83,21913.73,Paid
INV-2025-004578,CUST-9090-SMB,US,USD,2025-08-15,SSD-1TB,SSD,27,159.85,4315.95,0.08,345.28,4661.23,Paid
INV-2024-004579,CUST-1602-SMB,IN,INR,2024-06-18,LAP-ULTRA,Laptop,10,1162.59,11625.9,0.18,2092.66,13718.56,Paid
INV-2024-004580,CUST-9074-ENT,CA,CAD,2024-10-27,PHN-LITE,Smartphone,7,751.47,5260.29,0.13,683.84,5944.13,Pending
INV-2025-004581,CUST-4425-IND,IN,INR,2025-01-08,MON-2K34,Monitor,23,603.43,13878.89,0.18,2498.2,16377.09,Paid
INV-2024-004582,CUST-4212-ENT,UK,GBP,2024-07-21,PHN-LITE,Smartphone,15,561.0,8415.0,0.2,1683.0,10098.0,Paid
INV-2024-004583,CUST-7489-IND,JP,JPY,2024-02-16,SSD-512G,SSD,4,148.31,593.24,0.1,59.32,652.56,Paid
INV-2025-004584,CUST-5544-ENT,JP,JPY,2025-04-07,LAP-BIZ,Laptop,5,1446.38,7231.9,0.1,723.19,7955.09,Pending
INV-2025-004585,CUST-9197-SMB,AU,AUD,2025-02-11,LAP-ULTRA,Laptop,6,1253.74,7522.44,0.1,752.24,8274.68,Paid
INV-2024-004586,CUST-3793-ENT,IN,INR,2024-07-12,SWT-FIT,Smartwatch,12,597.34,7168.08,0.18,1290.25,8458.33,Paid
INV-2025-004587,CUST-4174-ENT,DE,EUR,2025-03-02,MON-2K34,Monitor,28,734.11,20555.08,0.19,3905.47,24460.55,Paid
INV-2024-004588,CUST-3875-IND,US,USD,2024-11-12,PHN-PRO,Smartphone,4,1182.8,4731.2,0.08,378.5,5109.7,Cancelled
INV-2025-004589,CUST-3101-ENT,AU,AUD,2025-04-23,MON-4K27,Monitor,3,807.12,2421.36,0.1,242.14,2663.5,Paid
INV-2025-004590,CUST-2065-IND,AU,AUD,2025-02-24,MON-4K27,Monitor,9,130.55,1174.95,0.1,117.5,1292.45,Paid
INV-2024-004591,CUST-5253-ENT,FR,EUR,2024-09-25,PHN-LITE,Smartphone,7,1406.65,9846.55,0.2,1969.31,11815.86,Paid
INV-2025-004592,CUST-4734-ENT,US,USD,2025-04-25,GPU-RDNA,GPU,13,1977.77,25711.01,0.08,2056.88,27767.89,Cancelled
INV-2024-004593,CUST-5494-IND,FR,EUR,2024-09-19,SWT-PRO,Smartwatch,13,156.83,2038.79,0.2,407.76,2446.55,Paid
INV-2025-004594,CUST-1378-ENT,UK,GBP,2025-03-01,PHN-FOLD,Smartphone,12,1500.99,18011.88,0.2,3602.38,21614.26,Paid
INV-2024-004595,CUST-9731-ENT,DE,EUR,2024-06-14,HPH-SPORT,Headphones,28,129.39,3622.92,0.19,688.35,4311.27,Paid
INV-2025-004596,CUST-5143-ENT,CA,CAD,2025-03-03,HPH-NC,Headphones,6,225.94,1355.64,0.13,176.23,1531.87,Cancelled
INV-2025-004597,CUST-8437-IND,JP,JPY,2025-01-31,MON-FHD24,Monitor,25,129.27,3231.75,0.1,323.18,3554.93,Paid
INV-2024-004598,CUST-7997-ENT,US,USD,2024-08-03,HPH-SPORT,Headphones,22,144.28,3174.16,0.08,253.93,3428.09,Paid
INV-2024-004599,CUST-1849-SMB,DE,EUR,2024-04-16,MON-2K34,Monitor,18,291.82,5252.76,0.19,998.02,6250.78,Paid
INV-2024-004600,CUST-8086-SMB,UK,GBP,2024-04-07,SSD-2TB,SSD,22,342.83,7542.26,0.2,1508.45,9050.71,Paid
INV-2025-004601,CUST-5489-IND,US,USD,2025-04-26,SWT-FIT,Smartwatch,17,223.97,3807.49,0.08,304.6,4112.09,Paid
INV-2025-004602,CUST-9491-SMB,JP,JPY,2025-05-13,HPH-NC,Headphones,24,102.0,2448.0,0.1,244.8,2692.8,Paid
INV-2024-004603,CUST-9119-SMB,IN,INR,2024-08-17,CAM-4K,Camera,1,1746.15,1746.15,0.18,314.31,2060.46,Pending
INV-2024-004604,CUST-9474-IND,DE,EUR,2024-09-13,PHN-LITE,Smartphone,17,809.25,13757.25,0.19,2613.88,16371.13,Paid
INV-2024-004605,CUST-4678-IND,JP,JPY,2024-02-12,SWT-PRO,Smartwatch,10,474.45,4744.5,0.1,474.45,5218.95,Paid
INV-2024-004606,CUST-5553-SMB,IN,INR,2024-08-29,GPU-RDNA,GPU,15,606.84,9102.6,0.18,1638.47,10741.07,Disputed
INV-2025-004607,CUST-9723-SMB,SG,SGD,2025-07-07,CON-NEXT,Console,3,394.99,1184.97,0.08,94.8,1279.77,Paid
INV-2024-004608,CUST-6181-IND,US,USD,2024-04-04,CON-LITE,Console,2,633.75,1267.5,0.08,101.4,1368.9,Paid
INV-2024-004609,CUST-7420-IND,IN,INR,2024-07-06,SWT-PRO,Smartwatch,21,570.68,11984.28,0.18,2157.17,14141.45,Paid
INV-2025-004610,CUST-6483-IND,DE,EUR,2025-01-19,LAP-ULTRA,Laptop,7,2129.64,14907.48,0.19,2832.42,17739.9,Disputed
INV-2025-004611,CUST-1415-ENT,UK,GBP,2025-02-03,CAM-4K,Camera,2,1900.42,3800.84,0.2,760.17,4561.01,Pending
INV-2025-004612,CUST-4696-ENT,US,USD,2025-05-20,TAB-MINI,Tablet,13,1031.0,13403.0,0.08,1072.24,14475.24,Paid
INV-2024-004613,CUST-7943-IND,DE,EUR,2024-06-15,PHN-LITE,Smartphone,5,687.74,3438.7,0.19,653.35,4092.05,Paid
INV-2024-004614,CUST-5095-IND,US,USD,2024-05-04,CAM-4K,Camera,9,482.86,4345.74,0.08,347.66,4693.4,Paid
INV-2024-004615,CUST-3694-SMB,US,USD,2024-03-27,CON-NEXT,Console,8,594.83,4758.64,0.08,380.69,5139.33,Disputed
INV-2025-004616,CUST-6092-IND,UK,GBP,2025-05-03,GPU-RTX,GPU,9,1673.17,15058.53,0.2,3011.71,18070.24,Paid
INV-2024-004617,CUST-2584-IND,JP,JPY,2024-08-13,PHN-LITE,Smartphone,7,995.45,6968.15,0.1,696.82,7664.97,Pending
INV-2024-004618,CUST-8863-SMB,IN,INR,2024-12-10,SWT-PRO,Smartwatch,12,555.57,6666.84,0.18,1200.03,7866.87,Paid
INV-2025-004619,CUST-1393-ENT,UK,GBP,2025-06-01,GPU-RDNA,GPU,15,1046.2,15693.0,0.2,3138.6,18831.6,Paid
INV-2024-004620,CUST-6477-SMB,IN,INR,2024-01-31,PHN-PRO,Smartphone,13,1574.24,20465.12,0.18,3683.72,24148.84,Paid
INV-2024-004621,CUST-5049-IND,IN,INR,2024-10-22,CAM-DSLR,Camera,2,591.93,1183.86,0.18,213.09,1396.95,Paid
INV-2025-004622,CUST-8759-IND,JP,JPY,2025-02-17,GPU-RDNA,GPU,3,1711.49,5134.47,0.1,513.45,5647.92,Cancelled
INV-2024-004623,CUST-6583-IND,US,USD,2024-05-14,SSD-512G,SSD,1,103.94,103.94,0.08,8.32,112.26,Pending
INV-2025-004624,CUST-6465-ENT,AU,AUD,2025-06-08,SWT-FIT,Smartwatch,14,381.34,5338.76,0.1,533.88,5872.64,Paid
INV-2024-004625,CUST-4878-IND,IN,INR,2024-01-04,HPH-NC,Headphones,22,232.2,5108.4,0.18,919.51,6027.91,Paid
INV-2024-004626,CUST-8184-IND,AU,AUD,2024-06-26,GPU-RTX,GPU,4,1099.86,4399.44,0.1,439.94,4839.38,Paid
INV-2024-004627,CUST-8314-ENT,UK,GBP,2024-09-15,CON-NEXT,Console,6,691.45,4148.7,0.2,829.74,4978.44,Pending
INV-2024-004628,CUST-3045-IND,FR,EUR,2024-03-05,SSD-1TB,SSD,29,268.58,7788.82,0.2,1557.76,9346.58,Pending
INV-2024-004629,CUST-1994-IND,CA,CAD,2024-12-28,SSD-512G,SSD,10,102.9,1029.0,0.13,133.77,1162.77,Paid
INV-2024-004630,CUST-7183-SMB,FR,EUR,2024-01-17,HPH-SPORT,Headphones,22,158.6,3489.2,0.2,697.84,4187.04,Paid
INV-2024-004631,CUST-2065-IND,US,USD,2024-07-18,HPH-SPORT,Headphones,2,378.46,756.92,0.08,60.55,817.47,Paid
INV-2025-004632,CUST-2015-SMB,UK,GBP,2025-06-27,SSD-512G,SSD,15,232.81,3492.15,0.2,698.43,4190.58,Cancelled
INV-2024-004633,CUST-1897-SMB,JP,JPY,2024-07-30,SWT-FIT,Smartwatch,15,424.09,6361.35,0.1,636.14,6997.49,Paid
INV-2025-004634,CUST-8075-IND,IN,INR,2025-03-10,CAM-DSLR,Camera,4,476.68,1906.72,0.18,343.21,2249.93,Pending
INV-2024-004635,CUST-2668-ENT,US,USD,2024-09-29,GPU-RDNA,GPU,5,1412.04,7060.2,0.08,564.82,7625.02,Pending
INV-2024-004636,CUST-1914-ENT,IN,INR,2024-10-16,CON-NEXT,Console,7,506.6,3546.2,0.18,638.32,4184.52,Paid
INV-2025-004637,CUST-1855-SMB,UK,GBP,2025-04-27,SWT-PRO,Smartwatch,25,144.78,3619.5,0.2,723.9,4343.4,Pending
INV-2024-004638,CUST-7249-SMB,CA,CAD,2024-08-21,HPH-SPORT,Headphones,15,149.99,2249.85,0.13,292.48,2542.33,Paid
INV-2025-004639,CUST-2570-ENT,JP,JPY,2025-02-11,HPH-NC,Headphones,9,135.57,1220.13,0.1,122.01,1342.14,Paid
INV-2024-004640,CUST-7735-IND,SG,SGD,2024-05-25,CAM-4K,Camera,10,1107.2,11072.0,0.08,885.76,11957.76,Pending
INV-2025-004641,CUST-1173-SMB,IN,INR,2025-07-15,MON-4K27,Monitor,7,130.53,913.71,0.18,164.47,1078.18,Paid
INV-2025-004642,CUST-7290-SMB,UK,GBP,2025-03-05,GPU-RDNA,GPU,1,1808.56,1808.56,0.2,361.71,2170.27,Paid
INV-2025-004643,CUST-8014-ENT,IN,INR,2025-03-07,TAB-PRO,Tablet,14,1069.12,14967.68,0.18,2694.18,17661.86,Paid
INV-2025-004644,CUST-2659-SMB,US,USD,2025-09-06,CON-LITE,Console,4,315.55,1262.2,0.08,100.98,1363.18,Paid
INV-2025-004645,CUST-1425-SMB,AU,AUD,2025-06-28,SSD-512G,SSD,5,227.92,1139.6,0.1,113.96,1253.56,Disputed
INV-2025-004646,CUST-9474-SMB,JP,JPY,2025-05-11,LAP-ULTRA,Laptop,5,1339.52,6697.6,0.1,669.76,7367.36,Disputed
INV-2024-004647,CUST-4153-IND,AU,AUD,2024-03-29,SSD-512G,SSD,5,59.54,297.7,0.1,29.77,327.47,Paid
INV-2025-004648,CUST-2682-IND,UK,GBP,2025-02-14,MON-2K34,Monitor,21,762.11,16004.31,0.2,3200.86,19205.17,Paid
INV-2024-004649,CUST-2106-ENT,IN,INR,2024-08-28,GPU-RDNA,GPU,14,1717.22,24041.08,0.18,4327.39,28368.47,Paid
INV-2024-004650,CUST-4172-ENT,US,USD,2024-08-10,CAM-4K,Camera,8,752.96,6023.68,0.08,481.89,6505.57,Paid
INV-2025-004651,CUST-3064-ENT,US,USD,2025-04-12,LAP-ULTRA,Laptop,5,934.39,4671.95,0.08,373.76,5045.71,Paid
INV-2025-004652,CUST-9337-SMB,AU,AUD,2025-07-22,LAP-ULTRA,Laptop,5,1955.84,9779.2,0.1,977.92,10757.12,Paid
INV-2024-004653,CUST-6822-SMB,DE,EUR,2024-11-17,SWT-PRO,Smartwatch,21,543.35,11410.35,0.19,2167.97,13578.32,Paid
INV-2025-004654,CUST-8887-ENT,SG,SGD,2025-01-09,HPH-NC,Headphones,3,33.1,99.3,0.08,7.94,107.24,Paid
INV-2024-004655,CUST-8284-IND,DE,EUR,2024-04-21,CON-NEXT,Console,9,699.27,6293.43,0.19,1195.75,7489.18,Pending
INV-2025-004656,CUST-4983-IND,US,USD,2025-06-10,CON-LITE,Console,4,461.1,1844.4,0.08,147.55,1991.95,Paid
INV-2025-004657,CUST-1722-IND,SG,SGD,2025-02-15,GPU-RTX,GPU,3,1841.72,5525.16,0.08,442.01,5967.17,Paid
INV-2024-004658,CUST-3091-SMB,FR,EUR,2024-09-25,MON-2K34,Monitor,3,217.39,652.17,0.2,130.43,782.6,Paid
INV-2025-004659,CUST-8140-ENT,US,USD,2025-09-17,PHN-FOLD,Smartphone,16,1124.32,17989.12,0.08,1439.13,19428.25,Paid
INV-2024-004660,CUST-6861-SMB,AU,AUD,2024-09-08,SSD-512G,SSD,18,72.22,1299.96,0.1,130.0,1429.96,Paid
INV-2025-004661,CUST-9866-IND,FR,EUR,2025-01-08,LAP-ULTRA,Laptop,2,1335.37,2670.74,0.2,534.15,3204.89,Pending
INV-2025-004662,CUST-3415-SMB,CA,CAD,2025-09-17,SSD-1TB,SSD,1,347.5,347.5,0.13,45.18,392.68,Disputed
INV-2025-004663,CUST-6057-ENT,DE,EUR,2025-03-25,SWT-PRO,Smartwatch,20,275.39,5507.8,0.19,1046.48,6554.28,Paid
INV-2025-004664,CUST-6618-SMB,SG,SGD,2025-06-20,MON-2K34,Monitor,6,158.09,948.54,0.08,75.88,1024.42,Disputed
INV-2025-004665,CUST-7042-IND,SG,SGD,2025-01-02,PHN-PRO,Smartphone,9,1245.98,11213.82,0.08,897.11,12110.93,Paid
INV-2024-004666,CUST-9481-ENT,AU,AUD,2024-09-11,LAP-BIZ,Laptop,8,2104.27,16834.16,0.1,1683.42,18517.58,Paid
INV-2025-004667,CUST-3369-IND,US,USD,2025-04-07,CON-NEXT,Console,2,624.14,1248.28,0.08,99.86,1348.14,Paid
INV-2024-004668,CUST-4889-ENT,SG,SGD,2024-09-24,LAP-BIZ,Laptop,3,956.78,2870.34,0.08,229.63,3099.97,Paid
INV-2024-004669,CUST-1894-SMB,AU,AUD,2024-05-05,CAM-DSLR,Camera,7,2934.32,20540.24,0.1,2054.02,22594.26,Paid
INV-2025-004670,CUST-6633-IND,AU,AUD,2025-01-27,TAB-PRO,Tablet,7,1182.62,8278.34,0.1,827.83,9106.17,Disputed
INV-2024-004671,CUST-4282-ENT,UK,GBP,2024-11-29,CON-NEXT,Console,1,580.47,580.47,0.2,116.09,696.56,Paid
INV-2025-004672,CUST-4297-IND,IN,INR,2025-07-18,SWT-FIT,Smartwatch,16,112.03,1792.48,0.18,322.65,2115.13,Paid
INV-2025-004673,CUST-6595-IND,AU,AUD,2025-01-02,CON-LITE,Console,3,459.68,1379.04,0.1,137.9,1516.94,Paid
INV-2025-004674,CUST-8794-ENT,US,USD,2025-07-08,CON-LITE,Console,9,441.42,3972.78,0.08,317.82,4290.6,Paid
INV-2025-004675,CUST-8657-ENT,DE,EUR,2025-07-07,PHN-PRO,Smartphone,20,1044.83,20896.6,0.19,3970.35,24866.95,Paid
INV-2025-004676,CUST-6425-ENT,IN,INR,2025-03-31,SWT-PRO,Smartwatch,10,257.06,2570.6,0.18,462.71,3033.31,Paid
INV-2024-004677,CUST-6499-ENT,US,USD,2024-03-07,TAB-MINI,Tablet,12,832.7,9992.4,0.08,799.39,10791.79,Paid
INV-2024-004678,CUST-5909-SMB,IN,INR,2024-03-06,TAB-MINI,Tablet,12,543.14,6517.68,0.18,1173.18,7690.86,Paid
INV-2025-004679,CUST-6384-IND,AU,AUD,2025-08-17,SWT-PRO,Smartwatch,17,407.9,6934.3,0.1,693.43,7627.73,Paid
INV-2025-004680,CUST-2717-SMB,CA,CAD,2025-09-08,HPH-NC,Headphones,23,47.86,1100.78,0.13,143.1,1243.88,Paid
INV-2025-004681,CUST-1691-SMB,UK,GBP,2025-02-03,CAM-4K,Camera,5,380.76,1903.8,0.2,380.76,2284.56,Paid
INV-2024-004682,CUST-4594-IND,US,USD,2024-10-13,LAP-GAMER,Laptop,6,1705.53,10233.18,0.08,818.65,11051.83,Paid
INV-2024-004683,CUST-4654-ENT,IN,INR,2024-07-04,PHN-PRO,Smartphone,20,1509.64,30192.8,0.18,5434.7,35627.5,Paid
INV-2024-004684,CUST-4772-SMB,UK,GBP,2024-10-10,PHN-PRO,Smartphone,18,1493.09,26875.62,0.2,5375.12,32250.74,Paid
INV-2025-004685,CUST-4492-IND,JP,JPY,2025-05-30,TAB-MINI,Tablet,5,578.11,2890.55,0.1,289.06,3179.61,Paid
INV-2024-004686,CUST-8876-ENT,DE,EUR,2024-08-24,TAB-PRO,Tablet,3,1123.36,3370.08,0.19,640.32,4010.4,Paid
INV-2024-004687,CUST-6431-ENT,US,USD,2024-01-18,MON-FHD24,Monitor,4,756.95,3027.8,0.08,242.22,3270.02,Paid
INV-2025-004688,CUST-7158-IND,US,USD,2025-02-17,MON-2K34,Monitor,27,417.36,11268.72,0.08,901.5,12170.22,Disputed
INV-2024-004689,CUST-7558-IND,FR,EUR,2024-01-09,HPH-NC,Headphones,17,250.34,4255.78,0.2,851.16,5106.94,Disputed
INV-2025-004690,CUST-1110-SMB,IN,INR,2025-02-23,SSD-512G,SSD,33,253.9,8378.7,0.18,1508.17,9886.87,Paid
INV-2024-004691,CUST-1162-IND,UK,GBP,2024-01-29,CON-LITE,Console,4,647.57,2590.28,0.2,518.06,3108.34,Paid
INV-2024-004692,CUST-6863-IND,UK,GBP,2024-12-13,CON-NEXT,Console,7,270.32,1892.24,0.2,378.45,2270.69,Paid
INV-2025-004693,CUST-2887-IND,UK,GBP,2025-07-29,CAM-DSLR,Camera,3,1312.99,3938.97,0.2,787.79,4726.76,Paid
INV-2025-004694,CUST-5760-SMB,FR,EUR,2025-03-25,PHN-FOLD,Smartphone,18,1553.12,27956.16,0.2,5591.23,33547.39,Paid
INV-2025-004695,CUST-4185-ENT,DE,EUR,2025-01-14,CAM-DSLR,Camera,4,2304.44,9217.76,0.19,1751.37,10969.13,Paid
INV-2024-004696,CUST-6896-IND,IN,INR,2024-12-31,PHN-LITE,Smartphone,9,1413.87,12724.83,0.18,2290.47,15015.3,Paid
INV-2024-004697,CUST-1486-IND,FR,EUR,2024-08-14,SSD-512G,SSD,27,69.96,1888.92,0.2,377.78,2266.7,Paid
INV-2024-004698,CUST-4241-SMB,FR,EUR,2024-04-27,CAM-DSLR,Camera,8,2211.12,17688.96,0.2,3537.79,21226.75,Disputed
INV-2025-004699,CUST-3853-IND,US,USD,2025-02-15,SSD-2TB,SSD,35,175.66,6148.1,0.08,491.85,6639.95,Paid
INV-2024-004700,CUST-5292-ENT,IN,INR,2024-12-21,GPU-RDNA,GPU,12,1583.24,18998.88,0.18,3419.8,22418.68,Paid
